-1.3102,-2.2211,-0.99645,-1.0888,0.74822,0.75177,0.44525,0.70614,0.20199,0.033447,0.55727,-0.048996,0.026243,0.075868,-0.0010206,4.8438e-05,-2.1008e-16,0
0.037493,0.105,-3.8102,-0.14066,-1.6343,-2.4607,-0.099108,0.013931,-0.34853,0.046005,0.32594,0.046107,-0.019536,0.21494,0.0035535,-0.00045272,-8.7947e-17,-0
-1.1657,-1.7992,-0.6833,-0.26285,0.88708,-0.5269,0.88053,0.74379,0.19224,0.28019,0.057551,0.12872,0.13133,-0.063454,-0.0016947,6.8597e-05,3.8789e-16,0
-1.0644,-1.9074,-0.10253,-1.023,0.12355,1.1693,0.093259,0.65304,-0.44595,0.16248,0.55127,-0.13249,0.053632,0.10261,-0.0080078,-0.00015612,3.8014e-16,0
1.0449,-0.42462,0.12777,0.17459,-0.12433,-2.0519,-0.4483,1.0527,-1.2327,-0.094992,0.12209,-0.32925,-0.14461,-0.16158,-0.0011046,0.00066418,-1.2686e-17,-0
-1.0572,-1.7223,-0.13604,-0.68692,-0.44861,0.13348,0.03625,0.78223,-0.1586,0.19805,0.095783,0.31316,0.056683,0.029589,0.0014547,-2.1284e-05,-3.1106e-16,0
-0.81743,-0.77655,0.61546,0.23228,-0.10789,-0.25157,0.31668,0.5067,-0.26827,-0.047242,-0.059949,-0.28176,0.088133,-0.017328,-0.005531,-0.0002625,-1.1801e-17,0
-1.2095,-1.4045,-0.2733,-0.25809,0.70269,0.62876,0.17479,0.088068,0.15815,0.081366,-0.018823,0.15225,0.029979,0.024173,-0.0049121,5.6503e-06,-2.0054e-16,-0
-0.94196,-0.77051,0.0097007,0.37148,0.21655,-0.82393,0.55083,0.50466,0.43323,-0.55306,-0.18879,-0.58816,0.029244,-0.052351,0.0057702,-7.1092e-05,-7.9618e-17,0
-0.71473,1.7495,0.81338,0.35016,1.1405,-0.14617,-0.88153,-0.54909,-0.31726,0.55354,0.15094,-0.22896,0.60169,0.043346,0.012531,0.00016372,-5.6803e-17,0
-0.48679,-0.69164,-0.055507,-1.8252,-0.22143,-0.26849,-0.36431,-0.010807,0.23701,-0.22231,0.061401,0.43171,-0.099121,-0.1959,0.016177,0.00013363,6.452e-17,0
-0.75765,-0.99706,-0.84754,-1.5724,1.794,0.21825,0.1123,-0.49203,0.44495,0.053161,0.11056,0.29441,-0.023372,-0.20923,6.1383e-05,3.6171e-05,-9.529e-17,-0
-0.89359,-0.68746,0.97961,0.042121,-0.82068,0.29572,-0.35767,0.25207,-0.44183,0.13898,-0.27965,0.18292,0.095656,0.025566,-0.0029379,-0.00023968,1.4702e-18,-0
0.020488,-1.2855,0.81911,0.64243,-0.78153,-0.042871,-0.61779,-0.28809,0.90441,1.9061,-0.03496,-0.42343,-0.2763,-0.0252,0.0041392,-4.6207e-05,3.1017e-18,0
2.791,4.3868,0.23058,-3.0515,-1.1091,0.76274,1.0821,0.42262,-0.59227,0.32645,-0.67264,-0.31386,0.013204,-0.0069514,-0.0047613,6.4382e-05,-3.9245e-17,0
-0.40986,-0.18578,0.037477,-1.0623,0.9701,0.61919,-0.69084,-0.62326,-0.085686,-0.13346,0.085329,-0.022542,-0.046427,-0.1008,-0.0041587,-7.075e-05,-4.87e-17,0
-0.8733,-0.70993,0.63468,0.42476,-0.21324,-0.24156,0.002971,0.034603,-0.0091761,-0.096416,-0.59435,0.13126,-0.0077906,-0.07162,-0.0058663,-0.00024522,-7.6262e-17,-0
-0.91985,-0.59653,-3.7348,-1.2964,-0.46073,0.024929,-0.54761,-1.816,0.16646,-0.13656,-0.63162,-0.15327,0.028258,0.092596,-0.005772,0.00033812,1.062e-16,0
-1.1078,-0.81835,0.40659,-0.27932,-0.17014,0.72041,-0.025843,-0.062081,0.34059,-0.56311,-0.056753,-0.23399,-0.084634,0.030381,0.0067448,5.0768e-05,1.5432e-16,-0
-1.4803,-0.80128,0.35443,2.4525,0.066541,-0.87334,0.96765,0.47061,0.61516,0.0224,-0.8544,0.40804,0.038676,0.21389,0.0013814,0.00036786,5.2854e-17,0
-0.6163,-0.19064,1.3852,0.54919,-0.78854,0.82627,-0.72518,-0.079552,-0.74423,0.18118,-0.17409,0.34278,-0.0062973,0.10541,-0.0064486,7.4409e-05,-5.575e-17,0
12.906,-2.9581,0.66354,0.32302,-0.67274,-0.031872,0.052758,-0.35168,0.49945,-0.24369,0.16377,0.061367,0.12162,0.011102,-0.0020685,2.3103e-05,-3.6218e-18,0
0.18812,0.78786,0.48829,0.60727,1.2443,-1.2462,-0.049027,-0.37636,-0.26901,0.088154,-0.14328,0.16862,-0.051692,-0.20457,-0.0090157,-9.9254e-05,-8.5996e-17,0
-0.74965,-0.38125,1.0185,-0.11625,-1.2267,0.93684,-0.638,0.099359,-0.10592,-0.64014,0.12843,-0.15538,-0.14842,0.13716,0.011793,5.8823e-05,-4.0789e-17,0
-0.96006,-0.46929,1.0733,0.077114,-0.58987,0.68425,-0.29335,-0.23225,-0.086514,-0.14163,-0.33212,0.25748,-0.036406,0.010199,0.0022635,2.8371e-05,6.6357e-17,0
0.51643,0.88367,0.72261,0.77202,0.63276,-1.1183,-0.58698,-0.42047,-0.4328,-0.22176,-0.25026,0.046994,-0.020064,-0.14175,0.005506,-0.00055295,1.8556e-16,0
3.4712,4.5836,-0.82315,-0.50716,2.7393,0.3707,0.06007,0.98927,0.40081,0.12382,-0.15347,0.21831,-0.16702,0.19122,0.0067119,-0.00011814,3.4206e-17,0
0.51698,2.5507,-3.4467,3.3365,-1.5966,2.2671,-0.19331,0.68733,0.14809,-0.030536,0.17287,0.041907,0.059357,-0.28543,0.00011779,3.0655e-05,3.1389e-18,0
-0.92081,-0.18833,1.2472,0.16141,-0.53576,0.82624,-0.27499,-0.2736,-0.053467,-0.47704,-0.20928,-0.27754,-0.044011,0.036258,0.0015612,-0.00015379,-4.9968e-17,0
-0.5466,1.1092,0.93286,0.72111,-0.83382,0.11255,2.9702,-1.5086,-0.74904,0.21004,0.62737,0.17622,-0.076896,-0.011888,0.0060834,4.734e-05,-1.7143e-18,0
0.53785,1.6934,0.31257,1.3671,1.2078,0.015892,-1.3114,-0.51135,-0.59389,-0.048535,0.6692,0.14431,-0.16974,0.17857,-0.0058233,0.00019387,4.4926e-17,0
-2.1438,3.825,1.8882,-1.003,-2.1556,-1.3683,-0.38721,0.081112,1.6441,-0.31369,0.64782,0.15279,0.098947,-0.021236,-0.010219,0.00010581,3.8828e-17,0
-0.88315,0.31265,0.14841,1.5688,2.0184,0.087732,0.74679,-0.49297,0.54853,-0.44122,0.12685,-0.50973,-0.050328,0.046398,-0.0065087,-1.4191e-05,-1.0118e-16,0
